personAId,personAName,personBId,personBName,evidenceType,confidence,sourcePageUrl,needsReview
abby-mina-2018,Abby Mina,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,true
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,sheila-murphy-crawford-2018,Sheila Murphy Crawford,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,true
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,ingrida-bublys-2019,Ingrida Bublys,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,true
atul-mehta-2018,Atul Mehta,mona-alag-2017,Mona Alag,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,true
atul-mehta-2018,Atul Mehta,paramjit-singh-2010,Paramjit Singh,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,true
atul-mehta-2018,Atul Mehta,ken-kovach-2012,Ken Kovach,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,true
basil-russo-2017,Basil Russo,mona-alag-2017,Mona Alag,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,true
basil-russo-2017,Basil Russo,jim-craciun-2017,Jim Craciun,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,true
basil-russo-2017,Basil Russo,bishop-anthony-pilla-2015,Bishop Anthony Pilla,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,true
berj-shakarian-2020,Berj Shakarian,paul-burik-2019,Paul Burik,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/berj-shakarian/,true
berj-shakarian-2020,Berj Shakarian,wael-khoury-2017,Wael Khoury,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/berj-shakarian/,true
berj-shakarian-2020,Berj Shakarian,leo-weidenthal-2010,Leo Weidenthal,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/berj-shakarian/,true
bill-miller-2017,Bill Miller,august-pust-2010,August Pust,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,true
branka-malinar-2025,Branka Malinar,raj-aggarwal-2025,Raj Aggarwal,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/branka-malinar/,true
carl-robson-2022,Carl Robson,aklilu-demessie-2026,Aklilu Demessie,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/carl-robson/,true
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,dr-maria-pujana-2013,Dr. Maria Pujana,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/carolyn-balogh-2016/,true
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,dr-maria-pujana-2013,Dr. Maria Pujana,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/induction-event-info/carolyn-balogh/,true
david-gilbert-2025,David Gilbert,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/david-gilbert/,true
david-gilbert-2025,David Gilbert,svetlana-stolyarova-2025,Svetlana Stolyarova,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/david-gilbert/,true
david-gilbert-2025,David Gilbert,ingrida-bublys-2019,Ingrida Bublys,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/david-gilbert/,true
dick-pogue-2015,Dick Pogue,bishop-anthony-pilla-2015,Bishop Anthony Pilla,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/richard-pogue-2015/,true
dick-russ-2015,Dick Russ,tony-petkovsek-2011,Tony Petkovsek,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/dick-russ-2015/,true
dona-brady-2024,Dona Brady,michael-d-polensek-2023,Michael D. Polensek,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/dona-brady/,true
dr-jaya-shah-2012,Dr. Jaya Shah,ramesh-shah-2020,Ramesh Shah,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,true
dr-jaya-shah-2012,Dr. Jaya Shah,mona-alag-2017,Mona Alag,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,true
erika-puussaar-2024,Erika Puussaar,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,true
erika-puussaar-2024,Erika Puussaar,ingrida-bublys-2019,Ingrida Bublys,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,true
erika-puussaar-2024,Erika Puussaar,irene-morrow-2010,Irene Morrow,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,true
georgine-welo-2023,Georgine Welo,alex-machaskee-2010,Alex Machaskee,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/georgine-welo/,true
ingrida-bublys-2019,Ingrida Bublys,alex-machaskee-2010,Alex Machaskee,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/ingrida-bublys/,true
jack-kahl-2016,Jack Kahl,dick-russ-2015,Dick Russ,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,true
jim-craciun-2017,Jim Craciun,mona-alag-2017,Mona Alag,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/jim-craciun/,true
jim-craciun-2017,Jim Craciun,basil-russo-2017,Basil Russo,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/jim-craciun/,true
jim-craciun-2017,Jim Craciun,dick-pogue-2015,Dick Pogue,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/jim-craciun/,true
johnny-k-wu-2024,Johnny K. Wu,margaret-w-wong-2010,Margaret W. Wong,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,true
johnny-k-wu-2024,Johnny K. Wu,aklilu-demessie-2026,Aklilu Demessie,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,true
joyce-mariani-2023,Joyce Mariani,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/joyce-mariani/,true
joyce-mariani-2023,Joyce Mariani,basil-russo-2017,Basil Russo,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/joyce-mariani/,true
le-nguyen-2026,Le Nguyen,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/le-nguyen/,true
le-nguyen-2026,Le Nguyen,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/,true
le-nguyen-2026,Le Nguyen,valarie-mccall-2020,Valarie McCall,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/,true
lucy-torres-2026,Lucy Torres,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/lucy-torres/,true
margaret-lynch-2020,Margaret Lynch,marilyn-madigan-2019,Marilyn Madigan,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/margaret-lynch/,true
margaret-lynch-2020,Margaret Lynch,ken-kovach-2012,Ken Kovach,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/margaret-lynch/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,david-gilbert-2025,David Gilbert,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,svetlana-stolyarova-2025,Svetlana Stolyarova,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,ingrida-bublys-2019,Ingrida Bublys,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,valarie-mccall-2020,Valarie McCall,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
mayor-frank-jackson-2025,Mayor Frank Jackson,dick-pogue-2015,Dick Pogue,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,true
michael-d-polensek-2023,Michael D. Polensek,august-pust-2010,August Pust,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/michael-d-polensek/,true
mona-alag-2017,Mona Alag,sudarshan-sathe-2023,Sudarshan Sathe,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,true
mona-alag-2017,Mona Alag,ramesh-shah-2020,Ramesh Shah,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,true
mona-alag-2017,Mona Alag,jim-craciun-2017,Jim Craciun,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,true
mona-alag-2017,Mona Alag,basil-russo-2017,Basil Russo,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,true
mona-alag-2017,Mona Alag,dick-russ-2015,Dick Russ,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,true
ralph-perk-jr-2018,Ralph Perk Jr.,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ralph-perk-jr-2018,Ralph Perk Jr.,sheila-murphy-crawford-2018,Sheila Murphy Crawford,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ralph-perk-jr-2018,Ralph Perk Jr.,irene-morrow-2010,Irene Morrow,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ralph-perk-jr-2018,Ralph Perk Jr.,ralph-j-perk-2011,Ralph J. Perk,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ramesh-shah-2020,Ramesh Shah,sudarshan-sathe-2023,Sudarshan Sathe,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,paramjit-singh-2010,Paramjit Singh,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,dr-jaya-shah-2012,Dr. Jaya Shah,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,sudarshan-sathe-2023,Sudarshan Sathe,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,paramjit-singh-2010,Paramjit Singh,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,dr-jaya-shah-2012,Dr. Jaya Shah,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/,true
ray-pianka-2018,Ray Pianka,sheila-murphy-crawford-2018,Sheila Murphy Crawford,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/ray-pianka/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,august-pust-2010,August Pust,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,jack-kahl-2016,Jack Kahl,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
richard-a-ganim-2015,Richard A. Ganim,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/richard-ganim-2015/,true
richard-fleischman-2019,Richard Fleischman,ernie-mihaly-2014,Ernie Mihaly,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/richard-fleischman/,true
samuel-h-miller-2013,Samuel H. Miller,albert-b-ratner-2011,Albert B. Ratner,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/sam-miller-2013/,true
samuel-h-miller-2013,Samuel H. Miller,nacy-panzica-2013,Nacy Panzica,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/sam-miller-2013/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,sister-alicia-alvarado-2018,Sister Alicia Alvarado,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,irene-morrow-2010,Irene Morrow,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,true
sree-sreenath-2019,Sree Sreenath,ramesh-shah-2020,Ramesh Shah,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/sree-sreenath/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,raj-aggarwal-2025,Raj Aggarwal,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,david-gilbert-2025,David Gilbert,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,mayor-frank-jackson-2025,Mayor Frank Jackson,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,ingrida-bublys-2019,Ingrida Bublys,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
svetlana-stolyarova-2025,Svetlana Stolyarova,wael-khoury-2017,Wael Khoury,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,true
taras-szmagala-2022,Taras Szmagala,andy-fedynsky-2026,Andy Fedynsky,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/taras-szmagala/,true
wael-khoury-2017,Wael Khoury,pierre-bejjani-2023,Pierre Bejjani,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/wael-khoury/,true
wael-khoury-2017,Wael Khoury,sam-kim-2017,Sam Kim,profile-name-mention,0.54,https://clevelandinternationalhalloffame.com/inductees-asia/wael-khoury/,true
aklilu-demessie-2026,Aklilu Demessie,andy-fedynsky-2026,Andy Fedynsky,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,le-nguyen-2026,Le Nguyen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,lucy-torres-2026,Lucy Torres,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
albert-b-ratner-2011,Albert B. Ratner,lucretia-stoica-2011,Lucretia Stoica,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
albert-b-ratner-2011,Albert B. Ratner,luis-martinez-2011,Luis Martinez,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
albert-b-ratner-2011,Albert B. Ratner,gerald-m-quinn-2011,Gerald M. Quinn,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
albert-b-ratner-2011,Albert B. Ratner,giahoa-ryan-2011,Giahoa Ryan,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
albert-b-ratner-2011,Albert B. Ratner,ken-kovach-2012,Ken Kovach,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
alex-machaskee-2010,Alex Machaskee,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,wael-khoury-2017,Wael Khoury,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,milton-maltz-2012,Milton Maltz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,dr-jaya-shah-2012,Dr. Jaya Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,ken-kovach-2012,Ken Kovach,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,vladimir-rus-2012,Vladimir Rus,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,jack-kahl-2016,Jack Kahl,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,irene-morrow-2010,Irene Morrow,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,mona-alag-2017,Mona Alag,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,paul-sciria-2010,Paul Sciria,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,lonnie-mccauley-2010,Lonnie McCauley,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,basil-russo-2017,Basil Russo,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2023/04/cleveland-international-hall-of-fame-press-release/,true
anda-cook-2022,Anda Cook,carl-robson-2022,Carl Robson,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,may-chen-2020,May Chen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,victor-ruiz-2022,Victor Ruiz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
andy-chakalis-2026,Andy Chakalis,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-chakalis-2026,Andy Chakalis,andy-fedynsky-2026,Andy Fedynsky,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-chakalis-2026,Andy Chakalis,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-chakalis-2026,Andy Chakalis,le-nguyen-2026,Le Nguyen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-chakalis-2026,Andy Chakalis,lucy-torres-2026,Lucy Torres,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,le-nguyen-2026,Le Nguyen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
andy-fedynsky-2026,Andy Fedynsky,lucy-torres-2026,Lucy Torres,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
atul-mehta-2018,Atul Mehta,sheila-murphy-crawford-2018,Sheila Murphy Crawford,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2018/,true
atul-mehta-2018,Atul Mehta,sheila-murphy-crawford-2018,Sheila Murphy Crawford,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
atul-mehta-2018,Atul Mehta,sister-alicia-alvarado-2018,Sister Alicia Alvarado,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2018-induction/,true
august-pust-2010,August Pust,paramjit-singh-2010,Paramjit Singh,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
august-pust-2010,August Pust,leo-weidenthal-2010,Leo Weidenthal,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
august-pust-2010,August Pust,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
basil-russo-2017,Basil Russo,august-pust-2010,August Pust,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2017/,true
berj-shakarian-2020,Berj Shakarian,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
berj-shakarian-2020,Berj Shakarian,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,branka-malinar-2025,Branka Malinar,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
beverly-kerecman-2025,Beverly Kerecman,svetlana-stolyarova-2025,Svetlana Stolyarova,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,nacy-panzica-2013,Nacy Panzica,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2013/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/induction-class-2015/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,dick-pogue-2015,Dick Pogue,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,dick-russ-2015,Dick Russ,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2015/07/cleveland-international-hall-of-fame-at-givecamp/,true
branka-malinar-2025,Branka Malinar,svetlana-stolyarova-2025,Svetlana Stolyarova,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2025-induction-ceremony/,true
carl-robson-2022,Carl Robson,may-chen-2020,May Chen,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,victor-ruiz-2022,Victor Ruiz,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,taras-szmagala-2022,Taras Szmagala,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,margaret-lynch-2020,Margaret Lynch,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,ramesh-shah-2020,Ramesh Shah,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,berj-shakarian-2020,Berj Shakarian,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,alex-machaskee-2010,Alex Machaskee,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,margaret-w-wong-2010,Margaret W. Wong,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
carl-robson-2022,Carl Robson,aklilu-demessie-2026,Aklilu Demessie,shared-source-page,0.34,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
